HOME_TEAM_HOME_WINS,HOME_TEAM_ROAD_WINS,HOME_TEAM_ROAD_LOSES,AWAY_TEAM_ROAD_WINS,AWAY_TEAM_ROAD_LOSES,HOME_TEAM_HTH_RECORD,AWAY_TEAM_FORM_0,AWAY_TEAM_FORM_1,HOME_TEAM_FORM_2,HOME_TEAM_WIN_RECORD,AWAY_TEAM_WIN_RECORD,HOME_TEAM_PPG,HOME_TEAM_PAPG,AWAY_TEAM_PPG,AWAY_TEAM_PAPG,HOME_TEAM_WINS
0.714,0.6,0.4,0.8,0.2,1,1,1,1,6,7,102,99,105,88,0
0.5,0.333,0.667,0.5,0.5,1,0,1,1,3,5,94,104,98,95,0
0.143,0.25,0.75,0.167,0.833,1,1,0,0,0,4,94,107,110,113,1
0.5,0.571,0.429,0.375,0.625,2,0,1,1,5,4,106,110,97,101,1
0.333,0.833,0.167,0.167,0.833,1,0,0,1,5,4,102,97,98,97,1
0.5,0.2,0.8,0.75,0.25,1,0,1,0,2,6,101,103,111,104,0
0.714,0.6,0.4,0.25,0.75,3,1,0,1,6,1,108,99,96,107,1
0.667,0.429,0.571,0.2,0.8,2,0,1,1,5,2,106,101,100,103,1
0.25,0.5,0.5,0.143,0.857,1,0,0,1,3,4,105,108,96,97,0
0.667,0.556,0.444,0.833,0.167,1,1,0,0,5,6,107,106,101,96,0
0.833,0.143,0.857,0.333,0.667,1,1,0,0,4,4,109,112,108,109,0
0.333,0.4,0.6,0.556,0.444,1,1,0,0,2,6,96,98,97,93,0
0.571,0.4,0.6,0.25,0.75,1,1,0,1,4,4,103,102,97,102,1
0.5,0.286,0.714,0.833,0.167,0,1,1,0,2,8,105,104,105,90,0
0.167,0.286,0.714,0.429,0.571,4,1,0,0,1,5,101,107,107,106,0
0.5,0.286,0.714,0.2,0.8,2,0,1,0,3,3,107,113,104,108,0
0.571,0.8,0.2,0.333,0.667,3,0,1,0,6,3,103,98,101,108,1
0.714,0.8,0.2,0.8,0.2,3,0,1,1,7,6,110,103,105,98,1
0.667,0.714,0.286,0.286,0.714,3,0,1,1,7,3,114,106,107,113,1
0.4,0.286,0.714,0.5,0.5,1,1,1,0,2,6,105,105,109,105,1
0.625,0.6,0.4,0.333,0.667,2,0,0,1,6,3,103,100,92,102,0
0.571,0.571,0.429,0.5,0.5,4,0,0,1,6,3,108,111,104,107,1
0.833,0.25,0.75,0.6,0.4,1,0,0,0,5,6,97,97,104,102,1
0.5,0.556,0.444,0.2,0.8,2,0,1,1,5,1,107,106,96,108,1
0.714,0.143,0.857,0.429,0.571,3,1,0,1,4,4,108,112,95,104,1
0.714,0.857,0.143,0.333,0.667,1,1,0,1,9,4,107,91,106,107,1
0.143,0.286,0.714,0.429,0.571,0,1,1,0,1,5,101,109,108,108,1
0.5,0.286,0.714,0.286,0.714,0,0,1,1,3,2,101,109,97,102,1
0.429,0.857,0.143,0.4,0.6,2,0,0,0,7,2,101,96,95,98,1
0.6,0.6,0.4,0.2,0.8,2,0,1,0,7,4,97,93,97,102,0
0.75,0.8,0.2,0.8,0.2,3,1,1,0,8,7,109,102,105,99,1
0.667,0.444,0.556,0.286,0.714,0,0,1,1,6,4,108,107,105,109,1
0.286,0.333,0.667,0.6,0.4,0,1,1,0,2,7,94,98,109,98,0
0.5,0.286,0.714,0.667,0.333,0,0,0,1,3,6,107,105,104,98,0
0.625,0.571,0.429,0.429,0.571,1,1,1,0,7,6,108,111,106,100,0
0.75,0.667,0.333,0.4,0.6,3,1,0,1,8,5,107,98,103,102,1
0.667,0.375,0.625,0.25,0.75,0,0,0,1,5,2,107,108,94,101,1
0.2,0.444,0.556,0.25,0.75,1,0,0,0,3,3,104,108,108,115,1
0.75,0.143,0.857,0.8,0.2,2,1,1,0,5,9,106,108,110,103,1
0.75,0.857,0.143,0.333,0.667,2,1,0,1,10,5,108,92,97,101,0
0.571,0.286,0.714,0.25,0.75,1,1,1,0,4,6,101,106,98,96,1
0.556,0.5,0.5,0.556,0.444,0,1,0,0,6,6,103,102,107,104,1
0.429,0.375,0.625,0.286,0.714,1,1,0,0,4,2,92,102,101,109,1
0.25,0.167,0.833,0.167,0.833,1,0,0,1,1,2,95,108,99,104,1
0.5,0.333,0.667,0.857,0.143,1,1,1,1,4,8,99,103,101,96,0
0.625,0.667,0.333,0.714,0.286,0,1,1,1,7,8,106,101,116,108,0
0.6,0.5,0.5,0.571,0.429,1,0,1,0,6,7,107,104,107,111,1
0.25,0.333,0.667,0.333,0.667,0,0,1,0,2,5,94,97,103,102,1
0.429,0.286,0.714,0.167,0.833,0,1,0,0,3,2,107,106,96,108,1
0.5,0.6,0.4,0.5,0.5,1,1,1,1,7,7,97,93,106,99,0
0.429,0.143,0.857,0.286,0.714,4,1,1,0,2,5,100,104,101,106,1
0.714,0.375,0.625,0.75,0.25,0,1,1,1,6,9,106,105,117,109,0
0.571,0.714,0.286,0.667,0.333,2,1,1,0,7,9,105,99,107,98,1
0.778,0.667,0.333,0.222,0.778,3,0,1,1,9,6,109,103,98,96,1
0.4,0.222,0.778,0.429,0.571,1,1,1,0,2,6,93,100,98,102,0
0.333,0.444,0.556,0.667,0.333,0,0,0,0,4,7,105,107,107,103,0
0.778,0.143,0.857,0.222,0.778,0,0,0,0,6,3,106,106,108,116,0
0.714,0.444,0.556,0.875,0.125,1,1,1,1,7,9,110,108,101,96,0
0.25,0.25,0.75,0.5,0.5,0,0,0,0,2,7,100,107,107,112,1
0.6,0.5,0.5,0.25,0.75,0,0,0,0,7,4,103,102,106,110,1
0.429,0.333,0.667,0.857,0.143,1,0,1,0,4,10,100,104,108,93,0
0.857,0.2,0.8,0.375,0.625,1,0,1,1,6,6,97,97,104,105,0
0.667,0.5,0.5,0.6,0.4,3,0,0,1,7,7,108,105,95,93,1
0.667,0.875,0.125,0.556,0.444,1,1,1,1,11,8,109,95,105,97,1
0.625,0.5,0.5,0.286,0.714,2,1,0,1,7,4,97,99,108,104,1
0.625,0.286,0.714,0.778,0.222,0,1,1,1,5,10,100,101,116,107,0
0.333,0.25,0.75,0.714,0.286,1,1,1,1,3,8,101,106,105,99,1
0.5,0.375,0.625,0.222,0.778,0,0,0,1,5,2,92,100,91,98,1
0.333,0.143,0.857,0.3,0.7,0,1,0,0,2,4,95,108,108,114,1
0.5,0.143,0.857,0.333,0.667,3,1,0,0,3,3,101,105,94,95,0
0.571,0.222,0.778,0.444,0.556,1,0,0,0,4,7,106,112,106,112,0
0.286,0.444,0.556,0.545,0.455,2,0,0,0,4,7,106,108,96,94,1
0.625,0.444,0.556,0.5,0.5,1,0,1,0,7,8,109,109,104,98,0
0.625,0.25,0.75,0.571,0.429,1,0,1,1,5,9,102,107,106,98,1
0.636,0.5,0.5,0.143,0.857,1,0,1,0,8,6,104,102,105,107,0
0.375,0.333,0.667,0.714,0.286,0,1,0,0,4,8,101,105,108,104,1
0.625,0.625,0.375,0.5,0.5,0,1,1,1,8,8,105,101,96,97,0
0.75,0.2,0.8,0.5,0.5,1,1,1,0,6,8,96,97,109,104,0
0.7,0.25,0.75,0.8,0.2,1,1,1,1,7,11,106,107,116,108,0
0.7,0.875,0.125,0.625,0.375,0,0,1,0,12,8,109,95,107,104,1
0.556,0.286,0.714,0.375,0.625,2,1,1,0,5,6,102,103,92,99,1
0.5,0.25,0.75,0.444,0.556,1,1,0,0,4,7,105,103,103,104,0
0.4,0.143,0.857,0.429,0.571,1,1,1,1,3,4,97,108,96,96,1
0.5,0.889,0.111,0.2,0.8,2,0,0,1,10,2,103,97,90,98,1
0.444,0.143,0.857,0.273,0.727,0,0,1,0,3,4,102,106,108,114,1
0.778,0.5,0.5,0.25,0.75,1,1,1,1,9,4,105,98,102,107,0
0.375,0.444,0.556,0.545,0.455,1,1,0,1,5,9,105,106,105,98,1
0.556,0.444,0.556,0.5,0.5,0,0,1,1,7,8,109,109,105,103,1
0.667,0.25,0.75,0.5,0.5,0,1,0,1,6,8,102,106,108,112,1
0.5,0.222,0.778,0.5,0.5,1,1,1,0,4,8,106,113,103,103,0
0.556,0.625,0.375,0.889,0.111,0,1,1,1,8,11,104,101,102,97,0
0.8,0.667,0.333,0.455,0.545,1,0,1,1,10,8,108,101,107,111,1
0.333,0.182,0.818,0.875,0.125,1,1,1,0,2,13,90,97,110,96,0
0.667,0.2,0.8,0.375,0.625,2,0,1,0,6,4,96,97,96,96,1
0.714,0.818,0.182,0.444,0.556,3,1,0,1,12,8,117,106,109,109,1
0.714,0.545,0.455,0.556,0.444,1,0,0,1,9,8,108,104,108,105,0
0.636,0.25,0.75,0.5,0.5,0,0,0,0,7,9,104,108,105,99,0
0.4,0.333,0.667,0.25,0.75,4,0,0,1,5,4,103,106,104,103,1
0.556,0.333,0.667,0.25,0.75,1,0,0,1,6,4,92,99,107,114,0
0.455,0.143,0.857,0.556,0.444,0,1,1,0,4,9,98,107,97,96,0
0.444,0.333,0.667,0.429,0.571,1,0,0,0,5,8,101,105,105,104,1
0.429,0.5,0.5,0.444,0.556,2,1,1,0,7,6,96,95,106,106,1
0.625,0.545,0.455,0.9,0.1,0,1,1,1,9,12,104,103,103,98,0
0.818,0.667,0.333,0.182,0.818,1,0,0,0,11,2,110,103,91,99,1
0.444,0.4,0.6,0.375,0.625,1,0,0,1,6,8,104,107,105,105,0
0.7,0.2,0.8,0.889,0.111,0,1,1,0,7,14,97,96,110,97,1
0.583,0.25,0.75,0.222,0.778,1,0,0,1,7,4,103,107,105,113,1
0.6,0.4,0.6,0.818,0.182,1,1,1,0,8,13,109,112,119,106,0
0.667,0.6,0.4,0.333,0.667,2,0,0,1,10,4,97,96,95,97,0
0.6,0.286,0.714,0.6,0.4,1,1,0,0,6,9,101,102,108,105,0
0.7,0.25,0.75,0.625,0.375,1,0,0,0,7,8,102,105,105,102,1
0.5,0.333,0.667,0.143,0.857,0,1,0,1,6,4,91,98,102,105,0
0.417,0.143,0.857,0.5,0.5,0,0,1,1,4,9,98,106,105,99,0
0.429,0.308,0.692,0.222,0.778,3,0,0,0,5,4,106,112,103,104,0
0.556,0.417,0.583,0.333,0.667,3,1,1,1,8,6,108,113,104,106,1
0.5,0.333,0.667,0.545,0.455,0,0,1,0,6,9,102,104,107,105,0
0.5,0.5,0.5,0.556,0.444,0,1,0,0,8,10,96,94,104,98,1
0.5,0.556,0.444,0.25,0.75,3,1,1,0,8,8,105,103,103,106,1
0.75,0.833,0.167,0.3,0.7,4,1,0,1,14,5,118,105,103,102,1
0.333,0.4,0.6,0.6,0.4,0,0,1,0,5,10,94,96,96,96,0
0.583,0.444,0.556,0.2,0.8,1,1,1,0,9,8,106,106,98,96,1
0.5,0.25,0.75,0.909,0.091,1,1,1,0,5,13,102,104,103,98,0
0.444,0.2,0.8,0.333,0.667,2,0,1,0,4,6,104,113,102,105,0
0.286,0.167,0.833,0.3,0.7,3,0,1,0,2,6,91,101,104,106,1
0.615,0.25,0.75,0.8,0.2,0,0,1,0,8,14,104,107,110,97,1
0.545,0.4,0.6,0.5,0.5,1,0,1,1,8,10,108,111,102,98,1
0.455,0.333,0.667,0.286,0.714,2,0,1,0,6,6,91,98,101,102,0
0.385,0.143,0.857,0.667,0.333,1,1,1,1,4,12,97,106,112,102,0
0.375,0.308,0.692,0.4,0.6,2,0,0,0,5,6,105,111,106,108,0
0.6,0.417,0.583,0.583,0.417,2,1,0,0,9,10,109,112,108,104,0
0.778,0.833,0.167,0.455,0.545,1,0,0,1,15,10,118,105,101,99,1
0.6,0.636,0.364,0.556,0.444,2,1,0,1,11,9,97,96,105,103,0
0.3,0.4,0.6,0.545,0.455,3,0,1,0,5,9,95,97,104,103,0
0.444,0.273,0.727,0.5,0.5,1,1,1,0,5,9,103,103,96,92,0
0.727,0.222,0.778,0.444,0.556,1,1,1,1,8,10,103,106,106,105,0
0.556,0.636,0.364,0.143,0.857,4,0,0,0,10,4,108,104,98,107,1
0.455,0.25,0.75,0.4,0.6,1,1,0,1,5,7,102,105,103,105,1
0.4,0.2,0.8,0.727,0.273,1,0,0,0,4,14,104,114,107,97,1
0.545,0.6,0.4,0.182,0.818,2,0,1,0,10,8,105,102,97,97,0
0.545,0.375,0.625,0.714,0.286,1,1,1,1,7,13,101,102,112,102,1
0.455,0.273,0.727,0.4,0.6,4,1,0,1,6,9,102,105,108,110,1
0.556,0.917,0.083,0.333,0.667,2,0,0,1,14,6,104,98,92,98,0
0.556,0.538,0.462,0.615,0.385,1,1,1,1,10,11,97,93,109,105,1
0.556,0.583,0.417,0.25,0.75,2,1,0,1,10,9,104,103,98,96,0
0.714,0.538,0.462,0.364,0.636,1,0,1,1,10,9,105,99,107,110,0
0.375,0.167,0.833,0.917,0.083,2,0,1,0,3,14,91,100,103,98,0
0.4,0.455,0.545,0.4,0.6,1,0,0,0,7,5,107,108,96,98,0
0.4,0.273,0.727,0.222,0.778,2,0,0,1,5,8,103,104,103,106,0
0.615,0.5,0.5,0.25,0.75,2,1,0,1,11,6,107,105,102,104,1
0.333,0.308,0.692,0.417,0.583,0,0,0,1,5,10,106,112,101,99,1
0.545,0.417,0.583,0.25,0.75,2,1,1,0,9,9,109,113,103,105,1
0.6,0.636,0.364,0.636,0.364,1,0,1,1,11,11,109,104,96,97,1
0.455,0.2,0.8,0.375,0.625,1,1,1,0,5,8,106,114,102,102,0
0.5,0.6,0.4,0.167,0.833,0,0,1,1,10,3,104,102,91,100,1
0.833,0.625,0.375,0.667,0.333,2,0,0,1,13,14,111,103,108,98,0
0.8,0.833,0.167,0.571,0.429,4,0,1,1,16,11,117,104,109,106,0
0.545,0.583,0.417,0.4,0.6,2,1,0,1,11,7,97,98,92,98,1
0.6,0.538,0.462,0.455,0.545,1,1,0,1,11,6,98,93,96,98,0
0.7,0.385,0.615,0.308,0.692,3,1,1,0,10,10,101,99,99,97,0
0.5,0.583,0.417,0.364,0.636,1,0,1,0,10,7,105,104,103,105,1
0.625,0.538,0.462,0.625,0.375,1,0,0,0,10,13,104,98,110,104,1
0.364,0.455,0.545,0.6,0.4,0,1,0,0,7,12,106,108,110,107,0
0.5,0.273,0.727,0.692,0.308,1,1,0,0,7,15,102,104,108,98,0
0.667,0.3,0.7,0.273,0.727,0,0,0,0,9,5,103,106,103,104,1
0.357,0.125,0.875,0.364,0.636,1,0,1,0,4,7,97,107,92,97,0
0.5,0.923,0.077,0.222,0.778,1,0,1,1,15,6,102,97,102,105,1
0.636,0.636,0.364,0.417,0.583,1,1,0,1,12,10,109,104,106,109,1
0.538,0.6,0.4,0.25,0.75,2,0,0,1,11,5,104,102,103,104,0
0.333,0.154,0.846,0.538,0.462,1,1,0,1,3,11,91,99,104,99,1
0.727,0.833,0.167,0.308,0.692,3,1,0,1,16,6,118,106,106,111,1
0.583,0.583,0.417,0.385,0.615,4,0,1,0,12,10,97,98,105,109,1
0.583,0.444,0.556,0.2,0.8,3,0,1,1,9,5,103,101,105,114,1
0.333,0.125,0.875,0.583,0.417,0,1,0,0,4,11,97,107,104,103,0
0.583,0.417,0.583,0.5,0.5,1,1,1,1,10,7,110,113,97,98,1
0.667,0.636,0.364,0.385,0.615,3,0,0,1,13,10,109,103,101,101,1
0.545,0.538,0.462,0.455,0.545,2,0,0,1,11,7,99,94,106,109,1
0.727,0.357,0.643,0.417,0.583,3,1,0,1,11,8,100,96,93,97,0
0.727,0.714,0.286,0.222,0.778,2,0,1,0,16,9,109,98,103,106,0
0.692,0.3,0.7,0.333,0.667,0,0,0,0,10,7,104,106,102,104,1
0.643,0.5,0.5,0.273,0.727,1,0,1,1,12,7,108,105,102,105,1
0.636,0.357,0.643,0.5,0.5,1,1,1,0,10,13,100,102,107,105,0
0.417,0.182,0.818,0.2,0.8,2,0,0,1,5,6,105,114,102,105,0
0.667,0.5,0.5,0.417,0.583,1,1,1,0,11,11,103,99,110,112,0
0.4,0.154,0.846,0.6,0.4,2,0,1,0,4,11,91,98,105,103,0
0.75,0.833,0.167,0.3,0.7,1,1,0,1,17,10,119,106,104,106,1
0.625,0.625,0.375,0.615,0.385,2,1,1,0,13,12,111,107,104,103,1
0.583,0.357,0.643,0.538,0.462,1,1,0,1,10,12,105,109,99,94,0
0.615,0.444,0.556,0.923,0.077,0,1,1,1,10,16,103,101,102,98,0
0.462,0.25,0.75,0.583,0.417,2,1,1,1,7,13,102,105,97,98,0
0.312,0.125,0.875,0.417,0.583,2,0,0,0,4,7,97,107,106,109,0
0.692,0.636,0.364,0.556,0.444,1,0,0,1,14,13,110,102,110,104,0
0.667,0.357,0.643,0.5,0.5,2,0,0,1,11,11,100,96,103,100,1
0.615,0.615,0.385,0.125,0.875,2,0,0,1,14,4,98,98,97,107,1
0.273,0.462,0.538,0.3,0.7,3,1,1,1,7,11,97,98,104,106,0
0.364,0.308,0.692,0.929,0.071,0,1,1,0,6,17,104,105,102,98,0
0.583,0.571,0.429,0.286,0.714,1,0,1,0,13,6,99,95,106,113,1
0.5,0.273,0.727,0.462,0.538,4,1,1,0,7,9,103,106,93,97,0
0.583,0.357,0.643,0.462,0.538,4,0,0,0,10,7,100,102,97,99,1
0.385,0.182,0.818,0.462,0.538,2,1,0,0,5,8,105,114,106,108,1
0.5,0.636,0.364,0.357,0.643,2,1,0,1,12,12,105,103,100,96,1
0.364,0.154,0.846,0.308,0.692,3,0,0,0,4,7,92,99,102,104,0
0.667,0.625,0.375,0.357,0.643,2,0,0,1,14,10,111,107,104,109,1
0.667,0.714,0.286,0.833,0.167,1,1,1,1,16,18,108,99,120,106,0
0.571,0.444,0.556,0.462,0.538,1,1,1,1,10,12,103,101,110,112,1
0.714,0.364,0.636,0.6,0.4,1,1,0,1,12,14,104,106,110,105,0
0.417,0.5,0.5,0.571,0.429,2,0,1,1,10,12,94,97,104,104,0
0.4,0.267,0.733,0.273,0.727,2,0,1,1,6,10,106,113,104,107,0
0.6,0.467,0.533,0.933,0.067,1,1,1,0,11,18,103,100,102,97,1
0.643,0.615,0.385,0.429,0.571,4,0,1,1,15,12,97,98,110,112,1
0.429,0.25,0.75,0.111,0.889,1,0,0,0,7,4,102,105,97,107,0
0.643,0.636,0.364,0.308,0.692,2,0,1,1,14,6,110,102,104,105,1
0.615,0.571,0.429,0.846,0.154,1,1,1,1,14,19,100,95,119,106,0
0.462,0.273,0.727,0.429,0.571,2,0,1,0,7,8,104,107,106,109,1
0.545,0.6,0.4,0.636,0.364,2,1,0,1,13,15,105,103,111,103,0
0.533,0.636,0.364,0.5,0.5,2,0,1,0,13,10,104,101,94,98,1
0.769,0.636,0.364,0.429,0.571,2,0,0,0,15,7,111,104,97,99,1
0.333,0.154,0.846,0.333,0.667,0,1,0,1,4,11,92,100,104,107,1
0.538,0.333,0.667,0.267,0.733,0,0,0,0,10,6,104,110,105,112,0
0.6,0.444,0.556,0.357,0.643,1,1,0,1,11,11,103,101,100,101,0
0.333,0.286,0.714,0.333,0.667,2,0,1,1,6,12,104,106,99,96,0
0.667,0.545,0.455,0.625,0.375,0,1,1,1,14,15,107,104,112,106,0
0.455,0.357,0.643,0.364,0.636,2,0,1,0,8,12,103,104,104,107,0
0.636,0.467,0.533,0.4,0.6,2,0,0,0,12,7,102,99,96,100,1
0.786,0.636,0.364,0.636,0.364,3,1,1,1,16,14,111,103,104,101,1
0.7,0.647,0.353,0.154,0.846,3,1,0,1,16,5,111,106,93,100,1
0.643,0.308,0.692,0.4,0.6,0,0,0,0,11,12,104,107,109,111,1
0.615,0.714,0.286,0.25,0.75,2,0,0,1,16,7,108,99,101,105,1
0.667,0.615,0.385,0.857,0.143,1,1,1,1,16,20,97,97,119,105,1
0.385,0.467,0.533,0.4,0.6,0,0,0,1,10,8,94,99,105,108,0
0.545,0.875,0.125,0.182,0.818,1,1,0,1,18,6,102,97,106,114,1
0.571,0.571,0.429,0.357,0.643,3,0,1,1,14,8,100,95,103,104,1
0.5,0.273,0.727,0.444,0.556,2,0,1,1,8,11,103,106,104,102,1
0.692,0.375,0.625,0.2,0.8,1,1,0,1,13,5,99,96,97,106,0
0.5,0.333,0.667,0.417,0.583,0,1,0,0,10,13,104,110,104,106,0
0.308,0.286,0.714,0.8,0.2,0,0,1,0,6,20,103,106,118,105,0
0.625,0.545,0.455,0.6,0.4,2,0,1,1,14,13,107,104,104,103,1
0.364,0.312,0.688,0.231,0.769,1,0,0,0,7,7,106,113,101,106,0
0.385,0.143,0.857,0.438,0.562,2,1,0,0,5,9,92,100,106,108,1
0.727,0.647,0.353,0.167,0.833,2,0,1,1,17,6,111,105,105,114,1
0.667,0.308,0.692,0.583,0.417,3,0,1,1,12,14,104,107,104,101,1
0.643,0.714,0.286,0.375,0.625,3,0,0,0,17,12,109,100,109,111,1
0.25,0.375,0.625,0.273,0.727,1,1,1,0,7,9,96,100,104,105,1
0.417,0.333,0.667,0.333,0.667,3,0,0,1,8,10,102,104,105,110,1
0.667,0.667,0.333,0.4,0.6,2,0,0,0,16,11,111,102,104,102,1
0.615,0.4,0.6,0.467,0.533,3,0,0,0,12,10,100,102,94,100,0
0.667,0.467,0.533,0.286,0.714,2,0,0,0,13,6,103,99,103,107,0
0.8,0.636,0.364,0.615,0.385,2,1,1,1,17,17,111,103,98,97,1
0.4,0.286,0.714,0.812,0.188,1,1,0,0,8,21,102,106,118,106,0
0.333,0.312,0.688,0.462,0.538,2,1,1,0,7,14,106,113,104,107,1
0.615,0.353,0.647,0.545,0.455,3,1,0,0,12,15,109,112,106,104,1
0.429,0.154,0.846,0.312,0.688,2,0,0,1,6,10,106,115,104,111,1
0.429,0.143,0.857,0.375,0.625,1,0,1,1,6,13,93,100,99,96,0
0.75,0.647,0.353,0.333,0.667,3,1,0,1,18,9,112,106,102,103,1
0.688,0.571,0.429,0.636,0.364,0,1,1,1,17,18,97,97,111,102,1
0.308,0.375,0.625,0.308,0.692,1,1,1,0,8,13,97,100,105,107,1
0.357,0.5,0.5,0.714,0.286,0,1,1,0,11,18,96,100,109,100,0
0.294,0.273,0.727,0.667,0.333,0,1,1,0,6,17,97,105,111,102,0
0.583,0.875,0.125,0.562,0.438,2,0,0,1,19,13,103,97,104,102,1
0.6,0.571,0.429,0.5,0.5,2,0,1,1,15,15,100,95,106,104,1
0.533,0.25,0.75,0.538,0.462,2,0,0,1,9,14,103,106,104,102,1
0.333,0.412,0.588,0.353,0.647,0,1,0,0,9,13,105,108,109,111,1
0.769,0.824,0.176,0.429,0.571,2,0,1,0,22,14,117,106,105,107,1
0.562,0.364,0.636,0.467,0.533,1,0,1,0,11,13,104,103,102,99,1
0.375,0.286,0.714,0.286,0.714,0,0,1,0,8,13,102,107,104,106,1
0.385,0.312,0.688,0.875,0.125,1,1,1,1,8,20,107,113,103,97,0
0.5,0.529,0.471,0.5,0.5,2,0,0,0,13,14,104,103,104,102,1
0.615,0.438,0.562,0.364,0.636,3,1,0,1,13,12,102,100,104,103,0
0.769,0.647,0.353,0.286,0.714,2,1,0,1,19,9,112,105,102,106,1
0.706,0.571,0.429,0.312,0.688,3,0,1,1,18,9,97,97,102,104,0
0.357,0.375,0.625,0.733,0.267,1,1,1,0,9,19,97,100,109,101,0
0.333,0.5,0.5,0.154,0.846,0,1,0,0,11,7,96,101,106,114,1
0.278,0.273,0.727,0.294,0.706,0,0,0,1,6,10,98,105,104,111,0
0.688,0.692,0.308,0.4,0.6,3,0,1,1,18,12,111,103,101,103,0
0.625,0.571,0.429,0.143,0.857,1,0,1,0,16,6,100,95,93,100,1
0.562,0.25,0.75,0.412,0.588,2,1,0,1,10,14,104,106,98,95,1
0.571,0.438,0.562,0.467,0.533,2,0,0,1,13,14,102,104,103,102,0
0.812,0.583,0.417,0.333,0.667,2,1,0,1,18,11,110,102,104,110,1
0.385,0.412,0.588,0.4,0.6,1,0,0,1,10,14,106,109,104,107,1
0.643,0.389,0.611,0.267,0.733,2,0,0,0,14,13,99,96,104,106,0
0.786,0.824,0.176,0.333,0.667,3,0,1,1,23,13,117,105,110,112,1
0.286,0.333,0.667,0.647,0.353,0,1,1,0,7,20,103,106,113,105,0
0.647,0.462,0.538,0.312,0.688,3,0,1,1,15,8,105,104,106,113,1
0.4,0.133,0.867,0.353,0.647,3,1,0,1,6,10,93,100,102,104,1
0.667,0.571,0.429,0.571,0.429,2,1,1,0,18,17,97,97,100,95,0
0.333,0.375,0.625,0.529,0.471,3,1,0,1,9,14,97,100,104,102,0
0.375,0.5,0.5,0.692,0.308,0,0,1,1,12,18,97,101,112,103,0
0.263,0.273,0.727,0.143,0.857,1,0,1,1,6,7,97,105,106,114,1
0.615,0.882,0.118,0.267,0.733,1,0,1,1,21,9,103,97,102,107,1
0.588,0.25,0.75,0.75,0.25,1,1,1,0,11,20,104,106,109,101,1
0.571,0.438,0.562,0.389,0.611,2,0,0,0,13,14,101,99,98,96,1
0.429,0.412,0.588,0.133,0.867,1,1,0,0,11,7,107,109,93,99,1
0.688,0.312,0.688,0.25,0.75,2,1,1,0,14,12,104,105,105,106,1
0.267,0.333,0.667,0.294,0.706,1,0,0,0,7,8,103,106,106,113,1
0.667,0.462,0.538,0.438,0.562,1,0,1,0,16,13,105,104,102,104,0
0.562,0.5,0.5,0.316,0.684,1,0,1,0,15,11,103,102,104,110,1
0.8,0.824,0.176,0.6,0.4,3,1,1,1,24,18,117,104,100,94,1
0.786,0.667,0.333,0.882,0.118,1,1,1,1,21,22,113,105,104,97,0
0.667,0.706,0.294,0.412,0.588,3,1,1,1,20,12,109,101,107,109,1
0.632,0.571,0.429,0.556,0.444,1,1,1,1,18,15,96,96,104,102,0
0.312,0.375,0.625,0.5,0.5,3,0,1,1,9,12,97,100,96,101,0
0.588,0.417,0.583,0.583,0.417,1,1,0,0,13,19,103,101,110,102,0
0.667,0.375,0.625,0.312,0.688,0,1,1,0,14,15,104,107,104,105,1
0.3,0.273,0.727,0.25,0.75,1,0,0,0,7,9,98,105,102,107,0
0.462,0.333,0.667,0.316,0.684,1,0,0,0,10,13,101,104,109,112,1
0.647,0.714,0.286,0.133,0.867,2,0,0,1,19,7,112,102,106,114,1
0.533,0.471,0.529,0.333,0.667,2,1,0,1,14,8,102,104,104,106,0
0.6,0.438,0.562,0.231,0.769,2,0,1,0,14,12,101,99,105,106,0
0.824,0.615,0.385,0.417,0.583,3,0,1,0,20,13,110,102,103,102,1
0.6,0.368,0.632,0.571,0.429,1,0,0,0,14,18,98,97,96,97,0
0.412,0.294,0.706,0.462,0.538,3,0,1,0,10,16,102,106,105,104,0
0.357,0.278,0.722,0.667,0.333,1,0,1,0,8,21,106,113,112,105,0
0.643,0.3,0.7,0.125,0.875,2,0,1,0,13,7,109,113,94,100,0
0.647,0.562,0.438,0.333,0.667,3,1,0,1,18,11,99,94,102,104,0
0.467,0.125,0.875,0.824,0.176,1,1,1,0,7,25,106,114,117,103,0
0.706,0.294,0.706,0.579,0.421,1,1,1,1,15,16,104,106,104,102,0
0.688,0.706,0.294,0.889,0.111,2,1,1,1,21,23,109,101,104,97,1
0.294,0.375,0.625,0.3,0.7,2,0,0,0,9,11,98,101,104,110,1
0.688,0.375,0.625,0.529,0.471,2,1,0,0,15,13,105,108,98,102,1
0.538,0.6,0.4,0.5,0.5,0,1,0,1,17,17,104,102,106,105,0
0.588,0.5,0.5,0.438,0.562,2,0,1,0,16,14,104,102,101,99,1
0.833,0.615,0.385,0.125,0.875,3,0,0,1,21,7,110,102,106,114,1
0.467,0.389,0.611,0.471,0.529,1,0,1,1,12,14,107,109,102,103,0
0.562,0.368,0.632,0.833,0.167,0,1,1,0,14,26,97,97,117,103,0
0.706,0.706,0.294,0.176,0.824,2,1,0,0,22,8,109,101,94,100,0
0.6,0.6,0.4,0.684,0.316,2,1,0,0,19,22,96,96,113,105,1
0.556,0.385,0.615,0.286,0.714,1,1,0,1,13,13,103,102,105,106,1
0.312,0.375,0.625,0.368,0.632,0,1,1,0,9,12,103,106,102,104,0
